Source,Type,Identifier,Title,DateEarliest,DateLatest,RelationAttachments,CoverageSpatial,Description,Category,CoverageTemporal,CoverageEarliest,CoverageLatest,RightsStatus,RightsSidelined,Relation,Contributor,Coverage,Creator,Date,Format,Language,Publisher,Rights,Subject,CoverageAltitude,CoverageArea,CoverageCRS,CoverageCoordinates,CoverageCropped,CoverageEnvelopeXYZ,CoverageEnvelopeGEO,CoverageXYZ,CoverageGEO,CoverageJSON,CoveragePosition,CoverageSerialized,CoverageUTC,CoverageUnion,DateEarliestISO8601,DateLatestISO8601,DateModified,DateTimeZone,DateUTC,FormatDiameter,FormatHeight,FormatImage,FormatImageAnnotations,FormatImageHeight,FormatImageModificationDate,FormatImageTransformXYZ,FormatImageTransformGEO,FormatImageEnvelopeXYZ,FormatImageEnvelopeGEO,FormatImageWidth,FormatLength,FormatMaximumDimension,FormatPreservedHeight,FormatThickness,FormatWidth,IdentifierUUID,RelationBelongsTo,RelationBelongsToUUID,RelationCuts,RelationCutsUUID,RelationIncludes,RelationIncludesUUID,RelationIsAbove,RelationIsAboveUUID,RelationIsAfter,RelationIsAfterUUID,RelationIsBefore,RelationIsBeforeUUID,RelationIsBelow,RelationIsBelowUUID,RelationIsCoevalWith,RelationIsCoevalWithUUID,RelationIsCutBy,RelationIsCutByUUID,RelationIsNextTo,RelationIsNextToUUID,RelationURLs,RightsDeleted,RightsLocked,RightsRating,RightsTrashed,Subtype,Material,NotebookPage,Context,Deposit
ΒΘ West 2013,Other,,"Extra section, Rooms 2 and 4",2013-06-17T08:52:45Z,2013-06-17T08:52:52Z,,,,,,,,All Done,0,,,,,17 juin 2013,,,,,,[53.449 TO 54.219],0.169,,,,"ENVELOPE(408.633, 410.124, 357.609, 351.293)","ENVELOPE(23.72276554064566411739, 23.72278269851512177979, 37.97644820802180021246, 37.97639133788732124231)","GEOMETRYCOLLECTION(POLYGON Z ((408.633 357.609 54.219, 408.682 357.46 53.687, 408.838 356.696 53.706, 409.041 355.899 53.673, 409.344 354.54 53.688, 409.372 354.452 54.12, 409.501 353.952 53.947, 409.519 353.887 53.496, 409.739 352.797 53.452, 410.079 351.396 53.449, 410.124 351.293 53.839, 408.633 357.609 54.219)))","POLYGON ((23.72276554 37.97644821, 23.7227661 37.97644687, 23.7227679 37.97643999, 23.72277024 37.97643281, 23.72277372 37.97642057, 23.72277405 37.97641978, 23.72277553 37.97641528, 23.72277574 37.97641469, 23.72277827 37.97640488, 23.72278218 37.97639226, 23.7227827 37.97639134, 23.72276554 37.97644821))",,"409.416, 354.263","n=
d=2013-06-17T08:52:52Z
x=0X1.98A20C49BA5E3P+8
y=0X1.659BE76C8B439P+8
z=0X1.B1C083126E979P+5
v=0X1.74530ECA8642P+6
s=0X1.0D9999999999AP+4
hz=0X1.429AAAAAAAAABP+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-17T08:52:52Z
x=0X1.98AE978D4FDF4P+8
y=0X1.6575C28F5C28FP+8
z=0X1.AD7EF9DB22D0EP+5
v=0X1.7BB456789ABCEP+6
s=0X1.0BD70A3D70A3DP+4
hz=0X1.426D27D27D27DP+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-17T08:52:52Z
x=0X1.98D6872B020C5P+8
y=0X1.64B22D0E56042P+8
z=0X1.ADA5E353F7CEEP+5
v=0X1.7C4C3B2A1907FP+6
s=0X1.00B020C49BA5EP+4
hz=0X1.4132FC962FC97P+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-17T08:52:52Z
x=0X1.990A7EF9DB22DP+8
y=0X1.63E624DD2F1AAP+8
z=0X1.AD624DD2F1AAP+5
v=0X1.7DC51EB851EB9P+6
s=0X1.E9C28F5C28F5CP+3
hz=0X1.3FEB05B05B05CP+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-17T08:52:52Z
x=0X1.995810624DD2FP+8
y=0X1.628A3D70A3D71P+8
z=0X1.AD810624DD2F2P+5
v=0X1.7F68F5C28F5C2P+6
s=0X1.C2E147AE147AEP+3
hz=0X1.3D4962FC962FDP+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-17T08:52:52Z
x=0X1.995F3B645A1CBP+8
y=0X1.6273B645A1CACP+8
z=0X1.B0F5C28F5C28FP+5
v=0X1.788P+6
s=0X1.BF020C49BA5E3P+3
hz=0X1.3D2091A2B3C4FP+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-17T08:52:52Z
x=0X1.99804189374BCP+8
y=0X1.61F3B645A1CACP+8
z=0X1.AF9374BC6A7FP+5
v=0X1.7BFA987654321P+6
s=0X1.B10624DD2F1AAP+3
hz=0X1.3C15555555555P+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-17T08:52:52Z
x=0X1.9984DD2F1A9FCP+8
y=0X1.61E3126E978D5P+8
z=0X1.ABF7CED916873P+5
v=0X1.83ADCBA987655P+6
s=0X1.B0A3D70A3D70AP+3
hz=0X1.3BF27D27D27D4P+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-17T08:52:52Z
x=0X1.99BD2F1A9FBE7P+8
y=0X1.60CC083126E98P+8
z=0X1.AB9DB22D0E56P+5
v=0X1.867F6E5D4C3B2P+6
s=0X1.938D4FDF3B646P+3
hz=0X1.3931D950C83FDP+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-17T08:52:52Z
x=0X1.9A14395810625P+8
y=0X1.5F65604189375P+8
z=0X1.AB978D4FDF3B6P+5
v=0X1.89B17E4B17E4BP+6
s=0X1.6E2D0E5604189P+3
hz=0X1.35330ECA86421P+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-17T08:52:52Z
x=0X1.9A1FBE76C8B44P+8
y=0X1.5F4B020C49BA6P+8
z=0X1.AEB645A1CAC08P+5
v=0X1.8227D27D27D28P+6
s=0X1.696872B020C4AP+3
hz=0X1.34F091A2B3C4DP+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-17T08:52:52Z
x=0X1.98A20C49BA5E3P+8
y=0X1.659BE76C8B439P+8
z=0X1.B1C083126E979P+5
v=0X1.74530ECA8642P+6
s=0X1.0D9999999999AP+4
hz=0X1.429AAAAAAAAABP+8
h=0X1.8CCCCCCCCCCCDP+0",,,2013-06-17T11:52:45+0300,2013-06-17T11:52:52+0300,2014-07-28T12:25:29Z,Europe/Athens,2013-06-17T08:52:45Z,,,,,,,,,,,,,,,,,DC3FCA57-2D14-4FF6-897D-12534C2AB58E,,,,,"Feature  (ΒΘ West 2013)
Feature  (ΒΘ West 2013)","05F6145A-8987-4A2A-B12D-1BDC4B66EC6A
E634518D-414E-427F-9AC8-5D435D918975",,,,,,,,,,,,,,,,0,0,,0,,,,,
ΒΘ West 2013,Other,,Extra southern section x-section,2013-06-13T04:35:16Z,2013-06-13T04:35:30Z,,,,,,,,All Done,0,,,,,13 juin 2013,,,,,,[53.648 TO 54.574],0.817,,,,"ENVELOPE(402.241, 410.124, 347.736, 346.749)","ENVELOPE(23.72269307968611684601, 23.72278283327093717503, 37.97635910608643428077, 37.97635039798760914209)","GEOMETRYCOLLECTION(POLYGON Z ((410.124 346.749 54.574, 409.946 346.86 53.893, 409.457 346.837 53.736, 409.288 346.838 53.648, 408.994 346.855 53.671, 408.9 346.875 53.739, 408.611 346.897 53.777, 408.307 346.947 53.835, 407.901 346.968 53.863, 407.593 347.021 53.857, 407.233 347.025 53.695, 406.888 347.113 53.692, 406.809 347.16 53.76, 405.709 347.288 53.765, 404.214 347.486 53.74, 403.8 347.54 54.029, 403.52 347.541 53.784, 403.424 347.54 53.741, 403.355 347.527 54.359, 402.881 347.629 54.359, 402.241 347.736 54.423, 410.124 346.749 54.574)))","POLYGON ((23.72278283 37.9763504, 23.7227808 37.97635139, 23.72277524 37.97635118, 23.72277332 37.97635118, 23.72276997 37.97635133, 23.7227689 37.9763515, 23.72276561 37.9763517, 23.72276215 37.97635214, 23.72275752 37.97635232, 23.72275402 37.97635279, 23.72274992 37.97635282, 23.72274599 37.9763536, 23.72274509 37.97635402, 23.72273257 37.97635515, 23.72271554 37.9763569, 23.72271083 37.97635738, 23.72270764 37.97635738, 23.72270655 37.97635737, 23.72270577 37.97635725, 23.72270037 37.97635816, 23.72269308 37.97635911, 23.72278283 37.9763504))",,"406.58, 347.185","n=
d=2013-06-13T04:35:30Z
x=0X1.9A1FBE76C8B44P+8
y=0X1.5ABFBE76C8B44P+8
z=0X1.B4978D4FDF3B6P+5
v=0X1.5CECF13579BEP+6
s=0X1.C322D0E560419P+2
hz=0X1.05E258BF258CP+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-13T04:35:30Z
x=0X1.99F22D0E56042P+8
y=0X1.5ADC28F5C28F6P+8
z=0X1.AF24DD2F1A9FCP+5
v=0X1.72D47AE147AE1P+6
s=0X1.CD810624DD2F2P+2
hz=0X1.06F369D0369DP+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-13T04:35:30Z
x=0X1.9974FDF3B645AP+8
y=0X1.5AD645A1CAC08P+8
z=0X1.ADE353F7CED91P+5
v=0X1.76CE38E38E38EP+6
s=0X1.ED3F7CED91687P+2
hz=0X1.073BCDF012345P+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-13T04:35:30Z
x=0X1.9949BA5E353F8P+8
y=0X1.5AD6872B020C5P+8
z=0X1.AD2F1A9FBE76DP+5
v=0X1.7908888888889P+6
s=0X1.F8624DD2F1AAP+2
hz=0X1.0762222222222P+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-13T04:35:30Z
x=0X1.98FE76C8B4396P+8
y=0X1.5ADAE147AE148P+8
z=0X1.AD5E353F7CED9P+5
v=0X1.77CB60B60B60CP+6
s=0X1.056872B020C4AP+3
hz=0X1.07BDCBA987654P+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-13T04:35:30Z
x=0X1.98E6666666666P+8
y=0X1.5AEP+8
z=0X1.ADE978D4FDF3BP+5
v=0X1.75BA987654321P+6
s=0X1.0828F5C28F5C3P+3
hz=0X1.07F369D0369DP+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-13T04:35:30Z
x=0X1.989C6A7EF9DB2P+8
y=0X1.5AE5A1CAC0831P+8
z=0X1.AE374BC6A7EFAP+5
v=0X1.74416C16C16C1P+6
s=0X1.11374BC6A7EFAP+3
hz=0X1.084DA740DA74P+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-13T04:35:30Z
x=0X1.984E978D4FDF4P+8
y=0X1.5AF26E978D4FEP+8
z=0X1.AEAE147AE147BP+5
v=0X1.72562FC962FC9P+6
s=0X1.1AA7EF9DB22D1P+3
hz=0X1.08D20FEDCBA97P+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-13T04:35:30Z
x=0X1.97E6A7EF9DB23P+8
y=0X1.5AF7CED916873P+8
z=0X1.AEE76C8B43958P+5
v=0X1.712EEEEEEEEEFP+6
s=0X1.277CED916872BP+3
hz=0X1.092E147AE147BP+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-13T04:35:30Z
x=0X1.9797CED916873P+8
y=0X1.5B05604189375P+8
z=0X1.AEDB22D0E5604P+5
v=0X1.710A3D70A3D71P+6
s=0X1.3126E978D4FDFP+3
hz=0X1.09A740DA740DAP+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-13T04:35:30Z
x=0X1.973BA5E353F7DP+8
y=0X1.5B06666666666P+8
z=0X1.AD8F5C28F5C29P+5
v=0X1.7477C048D159EP+6
s=0X1.3CDD2F1A9FBE7P+3
hz=0X1.09D54320FEDCCP+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-13T04:35:30Z
x=0X1.96E353F7CED91P+8
y=0X1.5B1CED916872BP+8
z=0X1.AD89374BC6A7FP+5
v=0X1.741EB851EB852P+6
s=0X1.47B645A1CAC08P+3
hz=0X1.0A77654320FEEP+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-13T04:35:30Z
x=0X1.96CF1A9FBE76DP+8
y=0X1.5B28F5C28F5C3P+8
z=0X1.AE147AE147AE1P+5
v=0X1.72828F5C28F5CP+6
s=0X1.4A04189374BC7P+3
hz=0X1.0AC0C83FB72E9P+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-13T04:35:30Z
x=0X1.95B5810624DD3P+8
y=0X1.5B49BA5E353F8P+8
z=0X1.AE1EB851EB852P+5
v=0X1.7168F5C28F5C2P+6
s=0X1.6CED916872B02P+3
hz=0X1.0BB530ECA8642P+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-13T04:35:30Z
x=0X1.9436C8B439581P+8
y=0X1.5B7C6A7EF9DB2P+8
z=0X1.ADEB851EB851FP+5
v=0X1.70C28F5C28F5CP+6
s=0X1.9C9374BC6A7FP+3
hz=0X1.0CDB2A1907F6EP+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-13T04:35:30Z
x=0X1.93CCCCCCCCCCDP+8
y=0X1.5B8A3D70A3D71P+8
z=0X1.B03B645A1CAC1P+5
v=0X1.6B85F92C5F92CP+6
s=0X1.A989374BC6A7FP+3
hz=0X1.0D1F258BF258DP+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-13T04:35:30Z
x=0X1.93851EB851EB8P+8
y=0X1.5B8A7EF9DB22DP+8
z=0X1.AE45A1CAC0831P+5
v=0X1.6F930ECA8642P+6
s=0X1.B2A7EF9DB22D1P+3
hz=0X1.0D254320FEDCCP+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-13T04:35:30Z
x=0X1.936C8B439581P+8
y=0X1.5B8A3D70A3D71P+8
z=0X1.ADED916872B02P+5
v=0X1.704P+6
s=0X1.B5CAC083126E9P+3
hz=0X1.0D256789ABCDFP+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-13T04:35:30Z
x=0X1.935AE147AE148P+8
y=0X1.5B86E978D4FDFP+8
z=0X1.B2DF3B645A1CBP+5
v=0X1.65E7D27D27D28P+6
s=0X1.B7BE76C8B4396P+3
hz=0X1.0D18D159E26AEP+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-13T04:35:30Z
x=0X1.92E189374BC6AP+8
y=0X1.5BA10624DD2F2P+8
z=0X1.B2DF3B645A1CBP+5
v=0X1.65F89ABCDF012P+6
s=0X1.C6D916872B021P+3
hz=0X1.0D8A2B3C4D5E7P+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-13T04:35:30Z
x=0X1.923DB22D0E56P+8
y=0X1.5BBC6A7EF9DB2P+8
z=0X1.B3624DD2F1AAP+5
v=0X1.651159E26AF38P+6
s=0X1.DB5C28F5C28F6P+3
hz=0X1.0DF8641FDB976P+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-13T04:35:30Z
x=0X1.9A1FBE76C8B44P+8
y=0X1.5ABFBE76C8B44P+8
z=0X1.B4978D4FDF3B6P+5
v=0X1.5CECF13579BEP+6
s=0X1.C322D0E560419P+2
hz=0X1.05E258BF258CP+8
h=0X1.8CCCCCCCCCCCDP+0",,,2013-06-13T07:35:16+0300,2013-06-13T07:35:30+0300,2014-07-28T12:25:29Z,Europe/Athens,2013-06-13T04:35:16Z,,,,,,,,,,,,,,,,,70C7ACE5-2385-44FE-94E7-922CED42A20A,,,,,"west:2019:b:11
Feature  (ΒΘ West 2013)","72EBAA0B-432F-4F17-8F39-6226FB11B289
B7A26DC1-D926-4B32-AA36-7E6DA9089FCB",,,,,,,,,,,,,,,,0,0,,0,,,,,
ΒΘ West 2013,Other,,extra x-section of E. Sec SE Area and S. Sec NE Area,2013-06-14T03:25:58Z,2013-06-14T03:26:41Z,,,,,,,,All Done,0,,,,,14 juin 2013,,,,,,[53.551 TO 54.188],0.154,,,,"ENVELOPE(407.357, 413.398, 349.17, 348.597)","ENVELOPE(23.72275126747731022192, 23.72282004313863623679, 37.97637214563813756740, 37.97636712444216300355)","GEOMETRYCOLLECTION(POLYGON Z ((413.398 348.597 54.188, 412.939 348.65 53.934, 410.95 348.83 53.858, 410.643 348.848 53.945, 410.591 348.869 53.827, 410.318 348.871 53.882, 409.761 348.907 53.801, 409.46 348.977 53.672, 408.852 349.028 53.67, 407.799 349.136 53.619, 407.357 349.17 53.551, 413.398 348.597 54.188)))","POLYGON ((23.72282004 37.97636712, 23.72281482 37.97636759, 23.72279217 37.97636917, 23.72278868 37.97636932, 23.72278809 37.97636951, 23.72278498 37.97636952, 23.72277864 37.97636983, 23.72277521 37.97637046, 23.72276829 37.9763709, 23.7227563 37.97637185, 23.72275127 37.97637215, 23.72282004 37.97636712))",,"410.264, 348.888","n=
d=2013-06-14T03:26:41Z
x=0X1.9D65E353F7CEEP+8
y=0X1.5C98D4FDF3B64P+8
z=0X1.B1810624DD2F2P+5
v=0X1.88AAAAAAAAAABP+6
s=0X1.C6353F7CED917P+2
hz=0X1.35A7E4B17E4B1P+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-14T03:26:41Z
x=0X1.9CF0624DD2F1BP+8
y=0X1.5CA6666666666P+8
z=0X1.AF78D4FDF3B64P+5
v=0X1.8EA740DA740DBP+6
s=0X1.E178D4FDF3B64P+2
hz=0X1.33B47AE147AE1P+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-14T03:26:41Z
x=0X1.9AF3333333333P+8
y=0X1.5CD47AE147AE1P+8
z=0X1.AEDD2F1A9FBE7P+5
v=0X1.8939BE02468ADP+6
s=0X1.285A1CAC08312P+3
hz=0X1.2CF9ABCDF0124P+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-14T03:26:41Z
x=0X1.9AA49BA5E353FP+8
y=0X1.5CD916872B021P+8
z=0X1.AF8F5C28F5C29P+5
v=0X1.8638091A2B3C5P+6
s=0X1.30A3D70A3D70AP+3
hz=0X1.2C1C4D5E6F80AP+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-14T03:26:41Z
x=0X1.9A974BC6A7EFAP+8
y=0X1.5CDE76C8B4396P+8
z=0X1.AE9DB22D0E56P+5
v=0X1.88D6C16C16C17P+6
s=0X1.32E978D4FDF3BP+3
hz=0X1.2C0F5C28F5C29P+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-14T03:26:41Z
x=0X1.9A516872B020CP+8
y=0X1.5CDEF9DB22D0EP+8
z=0X1.AF0E560418937P+5
v=0X1.86C4444444445P+6
s=0X1.3A3D70A3D70A4P+3
hz=0X1.2B44320FEDCBBP+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-14T03:26:41Z
x=0X1.99C2D0E560419P+8
y=0X1.5CE83126E978DP+8
z=0X1.AE6872B020C4AP+5
v=0X1.870D5E6F8091AP+6
s=0X1.4A9FBE76C8B44P+3
hz=0X1.29EAF37C048D2P+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-14T03:26:41Z
x=0X1.9975C28F5C28FP+8
y=0X1.5CFA1CAC08312P+8
z=0X1.AD604189374BCP+5
v=0X1.88ECF13579BEP+6
s=0X1.54AC083126E98P+3
hz=0X1.297CCCCCCCCCDP+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-14T03:26:41Z
x=0X1.98DA1CAC08312P+8
y=0X1.5D072B020C49CP+8
z=0X1.AD5C28F5C28F6P+5
v=0X1.8751111111111P+6
s=0X1.66978D4FDF3B6P+3
hz=0X1.284579BE02469P+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-14T03:26:41Z
x=0X1.97CC8B439581P+8
y=0X1.5D22D0E560419P+8
z=0X1.ACF3B645A1CACP+5
v=0X1.85B6E5D4C3B2AP+6
s=0X1.866E978D4FDF4P+3
hz=0X1.2685F92C5F92CP+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-14T03:26:41Z
x=0X1.975B645A1CAC1P+8
y=0X1.5D2B851EB851FP+8
z=0X1.AC6872B020C4AP+5
v=0X1.85F654320FEDDP+6
s=0X1.93F7CED916873P+3
hz=0X1.25D320FEDCBA9P+8
h=0X1.8CCCCCCCCCCCDP+0

n=
d=2013-06-14T03:26:41Z
x=0X1.9D65E353F7CEEP+8
y=0X1.5C98D4FDF3B64P+8
z=0X1.B1810624DD2F2P+5
v=0X1.88AAAAAAAAAABP+6
s=0X1.C6353F7CED917P+2
hz=0X1.35A7E4B17E4B1P+8
h=0X1.8CCCCCCCCCCCDP+0",,,2013-06-14T06:25:58+0300,2013-06-14T06:26:41+0300,2014-07-28T12:25:30Z,Europe/Athens,2013-06-14T03:25:58Z,,,,,,,,,,,,,,,,,74BFD831-B877-45EA-9549-A2F2BA395CCB,,,,,"west:2019:b:14
Feature  (ΒΘ West 2013)
Feature  (ΒΘ West 2013)
Feature  (ΒΘ West 2013)","72EBAA0B-432F-4F17-8F39-6226FB11B289
8F2291B3-620A-4667-B06E-DAD1C9BF75E2
AD721A50-1EA6-4D14-81F4-671A121EA726
B9D6071A-6BA6-4ABD-9236-45873A762D5A",,,,,,,,,,,,,,,,0,0,,0,,,,,
