Source,Type,Identifier,Title,DateEarliest,RelationAttachments,CoverageSpatial,ArchiveNumber,Looking,RightsRating,RightsStatus,RightsSidelined,Relation,Contributor,Coverage,Creator,Date,Description,Format,Language,Publisher,Rights,Subject,CoverageAltitude,CoverageArea,CoverageCRS,CoverageCoordinates,CoverageCropped,CoverageEarliest,CoverageEnvelopeXYZ,CoverageEnvelopeGEO,CoverageXYZ,CoverageGEO,CoverageJSON,CoverageLatest,CoveragePosition,CoverageSerialized,CoverageTemporal,CoverageUTC,CoverageUnion,DateEarliestISO8601,DateLatest,DateLatestISO8601,DateModified,DateTimeZone,DateUTC,FormatDiameter,FormatHeight,FormatImage,FormatImageAnnotations,FormatImageHeight,FormatImageModificationDate,FormatImageTransformXYZ,FormatImageTransformGEO,FormatImageEnvelopeXYZ,FormatImageEnvelopeGEO,FormatImageWidth,FormatLength,FormatMaximumDimension,FormatPreservedHeight,FormatThickness,FormatWidth,IdentifierUUID,RelationBelongsTo,RelationBelongsToUUID,RelationCuts,RelationCutsUUID,RelationIncludes,RelationIncludesUUID,RelationIsAbove,RelationIsAboveUUID,RelationIsAfter,RelationIsAfterUUID,RelationIsBefore,RelationIsBeforeUUID,RelationIsBelow,RelationIsBelowUUID,RelationIsCoevalWith,RelationIsCoevalWithUUID,RelationIsCutBy,RelationIsCutByUUID,RelationIsNextTo,RelationIsNextToUUID,RelationURLs,RightsDeleted,RightsLocked,RightsTrashed,Subtype
ΒΘ West 2013,Image,,,2021-11-05T14:12:17Z,"n=A5D0E3C5-CA86-49A3-AEC5-07A35CF402B7.jpg
d=2021-11-05T14:12:18Z",,,,,Will Process,0,,,,,5 nov. 2021,,,,,,,,,,,,,,,,,,,,,,,,2021-11-05T15:12:17+0100,2021-11-05T14:12:17Z,2021-11-05T15:12:17+0100,2021-11-05T14:12:18Z,Europe/Paris,2021-11-05T14:12:17Z,,,A5D0E3C5-CA86-49A3-AEC5-07A35CF402B7.jpg,,3264,,,,,,2448,,,,,,A5D0E3C5-CA86-49A3-AEC5-07A35CF402B7,,,,,,,,,,,,,,,,,,,,,,0,0,0,
